#a,Funcional,Económica,Denominación,Vinc. Org.,Vinc. Fun.,Vinc. Eco.,Créditos Iniciales,Modificaciones de Crédito,Créditos Definitivos,Obligaciones Reconocidas
,2311.0,22601.0,Oficina de la Dona.Atenciones protocolarias y representativas,,2311.0,2.0,0.0,0.0,0.0,4967.67
,2311.0,22606.0,"Oficina de la Dona.Reuniones, conferencias y cursos",,2311.0,2.0,0.0,0.0,0.0,10712.25
,2311.0,22609.0,Oficina de la Dona.Actividades culturales y deportivas,,2311.0,2.0,0.0,0.0,0.0,22470.0
,2311.0,22699.0,Oficina de la Dona. Otros gastos diversos,,2311.0,2.0,30000.0,0.0,30000.0,12773.25
,2311.0,22700.0,Oficina de la Dona. Limpieza y Aseo,,2311.0,2.0,8000.0,0.0,8000.0,40.0
,2311.0,22799.0,Oficina de la Dona. Otros trabajos realizados por otras empresas y profesionales,,2311.0,2.0,40000.0,50000.0,90000.0,61252.51
,2311.0,23020.0,Oficina de la Dona.Del personal no directivo,,2311.0,2.0,0.0,0.0,0.0,14.06
,2311.0,23120.0,Oficina de la Dona.Del personal no directivo,,2311.0,2.0,0.0,0.0,0.0,187.98
,2311.0,62203.0,Oficina de la Dona.Otras construcciones,,2311.0,6.0,0.0,0.0,0.0,1617.77
,2311.0,62500.0,Oficina de la Dona.Inversió nova de mobiliari i béns,,2311.0,6.0,0.0,0.0,0.0,12261.55
,2311.0,62900.0,Oficina de la Dona.Inversió associada al funcionament dels serveis,,2311.0,6.0,0.0,0.0,0.0,74.8
,2311.0,63301.0,Oficina de la Dona.Instalaciones,,2311.0,6.0,0.0,0.0,0.0,2470.82
,2311.0,68900.0,Oficina de la Dona Inversió en béns patrimonials,,2311.0,6.0,75000.0,0.0,75000.0,0.0
,2312.0,12000.0,Menors Sueldos del Grupo A1,,2312.0,1.0,30469.48,0.0,30469.48,22096.2
,2312.0,12003.0,Menors Sueldos del Grupo C1,,2312.0,1.0,20520.64,0.0,20520.64,16200.75
,2312.0,12004.0,Menors Sueldos del Grupo C2,,2312.0,1.0,17393.6,0.0,17393.6,17918.52
,2312.0,12005.0,Menors Sueldos del Grupo E,,2312.0,1.0,7970.2,0.0,7970.2,7064.49
,2312.0,12006.0,Menors Trienios,,2312.0,1.0,5339.52,0.0,5339.52,6659.66
,2312.0,12100.0,Menors Complemento de destino,,2312.0,1.0,39756.36,0.0,39756.36,32790.77
,2312.0,12101.0,Menors Complemento específico,,2312.0,1.0,50991.22,0.0,50991.22,41002.78
,2312.0,12103.0,Menors Otros complementos,,2312.0,1.0,6597.24,0.0,6597.24,5441.99
,2312.0,12700.0,Menors.Contribuciones a planes y fondos de pensiones funcionaris,,2312.0,1.0,0.0,0.0,0.0,4555.15
,2312.0,13000.0,Menors Retribucions persona laboral,,2312.0,1.0,187096.0,-12836.26,174259.74,190898.43
,2312.0,13001.0,Menors.Horas extraordinarias,,2312.0,1.0,0.0,2312.08,2312.08,12429.83
,2312.0,13002.0,Menors Otras remuneraciones,,2312.0,1.0,249813.36,0.0,249813.36,260970.13
,2312.0,13100.0,Menors Retribucions personal laboral temporal,,2312.0,1.0,839999.34,119835.4,959834.74,660409.02
,2312.0,13700.0,Menors.Contribucions a plans i fons de pensions laborals,,2312.0,1.0,0.0,0.0,0.0,14135.33
,2312.0,15001.0,Menors Productivitat funcionàris,,2312.0,1.0,21210.0,0.0,21210.0,20969.01
,2312.0,15002.0,Menors Productivitat laborals,,2312.0,1.0,36360.0,0.0,36360.0,43147.89
,2312.0,15003.0,Menors Productivitat personal laboral contractat,,2312.0,1.0,84840.0,0.0,84840.0,64016.39
,2312.0,16000.0,Menors Seguridad Social,,2312.0,1.0,496465.23,-134009.39,362455.84,339661.22
,2312.0,16008.0,Menors.Asistencia médico-farmacéutica,,2312.0,1.0,0.0,0.0,0.0,4225.8
,2312.0,20500.0,Menors.Arrendaments. Mobiliari i estris,,2312.0,2.0,0.0,0.0,0.0,170.49
,2312.0,21200.0,Menors Repar. Manteniment i conserv. edificis i altres,,2312.0,2.0,35000.0,0.0,35000.0,1002.44
,2312.0,21300.0,Menors.Repar. Manteniment i conserv. Maquin. Instal. i utillatge,,2312.0,2.0,0.0,0.0,0.0,2341.49
,2312.0,21400.0,Menors Reparac. Manten. i Conserv. Mat. Transport,,2312.0,2.0,50000.0,0.0,50000.0,2390.08
,2312.0,21500.0,Menors Repar. Manteniment i conserv. Mobilliari i béns,,2312.0,2.0,6000.0,0.0,6000.0,2365.9
,2312.0,22000.0,Menors Ordinario no inventariable,,2312.0,2.0,23000.0,0.0,23000.0,1882.04
,2312.0,22001.0,"Menors.Prensa, revistas, libros y otras publicaciones",,2312.0,2.0,0.0,0.0,0.0,946.45
,2312.0,22103.0,Menors Combustibles y carburantes,,2312.0,2.0,6000.0,0.0,6000.0,0.0
,2312.0,22104.0,Menors Vestuario,,2312.0,2.0,30000.0,0.0,30000.0,8257.91
,2312.0,22105.0,Menors.Productos alimenticios,,2312.0,2.0,70000.0,0.0,70000.0,42470.01
,2312.0,22106.0,Menors Productos farmacéuticos y material sanitario,,2312.0,2.0,6000.0,0.0,6000.0,1765.0
,2312.0,22110.0,Menors Productos de limpieza y aseo,,2312.0,2.0,6000.0,0.0,6000.0,5902.85
,2312.0,22112.0,"Menors.Suministros de material electrónico, eléctrico y de telecomunicaciones",,2312.0,2.0,0.0,0.0,0.0,436.99
,2312.0,22199.0,Menors Otros suministros,,2312.0,2.0,36000.0,0.0,36000.0,256.81
,2312.0,22200.0,Menors.Servicios de Telecomunicaciones,,2312.0,2.0,0.0,0.0,0.0,3.5
,2312.0,22209.0,Menors.Altres comunic.,,2312.0,2.0,0.0,0.0,0.0,19.7
,2312.0,22300.0,Menors Transports,,2312.0,2.0,12000.0,0.0,12000.0,274.8
,2312.0,22606.0,"Menors.Reuniones, conferencias y cursos",,2312.0,2.0,0.0,0.0,0.0,5790.0
,2312.0,22609.0,Menors.Actividades culturales y deportivas,,2312.0,2.0,0.0,0.0,0.0,2376.0
,2312.0,22699.0,Menors.Otros gastos diversos,,2312.0,2.0,25000.0,0.0,25000.0,30839.91
,2312.0,22700.0,Menors Limpieza y Aseo,,2312.0,2.0,10000.0,0.0,10000.0,5860.04
,2312.0,22701.0,Menors Seguridad,,2312.0,2.0,10000.0,0.0,10000.0,28515.48
,2312.0,22706.0,Menors Estudios y trabajos técnicos,,2312.0,2.0,10000.0,0.0,10000.0,0.0
,2312.0,22799.0,Menors.Otros trabajos realizados por otras empresas y profesionales,,2312.0,2.0,1440400.0,-200000.0,1240400.0,830122.73
,2312.0,23020.0,Menors.Del personal no directivo,,2312.0,2.0,0.0,0.0,0.0,105.31
,2312.0,23120.0,Menors.Del personal no directivo,,2312.0,2.0,0.0,0.0,0.0,5227.59
,2312.0,23300.0,Menors.Altres indemnitzacions per raó de servei,,2312.0,2.0,0.0,0.0,0.0,45.0
,2312.0,48900.0,Menors Transferències corrents a fam. i instit. sense fi de lucre,,2312.0,4.0,393800.0,-56220.37,337579.63,182132.38
,2312.0,61900.0,Menors.Otras inversiones de reposición en infraestructuras y bienes destinados al uso general,,2312.0,6.0,0.0,0.0,0.0,9344.83
,2312.0,62200.0,Menors Industrials,,2312.0,6.0,1000000.0,-943000.0,57000.0,0.0
,2312.0,62203.0,Menors Otras construcciones,,2312.0,6.0,300000.0,-24934.17,275065.83,0.0
,2312.0,62301.0,Menors.Instal.lacions,,2312.0,6.0,0.0,0.0,0.0,3120.68
,2312.0,62303.0,Menors.Útils i eines,,2312.0,6.0,0.0,0.0,0.0,5712.25
,2312.0,62400.0,Menors Automóvil,,2312.0,6.0,70000.0,0.0,70000.0,55528.31
,2312.0,62500.0,Menors Inversió nova de mobiliari i béns,,2312.0,6.0,48000.0,0.0,48000.0,30988.26
,2312.0,62600.0,Menors.Inversió nova. Informática,,2312.0,6.0,0.0,0.0,0.0,607.96
,2312.0,62900.0,Menors.Inversió associada al funcionament dels serveis,,2312.0,6.0,0.0,0.0,0.0,0.0
,2312.0,63203.0,Menors.Otras construcciones,,2312.0,6.0,0.0,0.0,0.0,6328.3
,2312.0,63301.0,Menors.Instalaciones,,2312.0,6.0,0.0,0.0,0.0,6003.62
,2313.0,13000.0,Drogodependencies. Retribuciones básicas,,2313.0,1.0,88255.22,-35199.26,53055.96,84662.1
,2313.0,13001.0,Drogodependencies.Horas extraordinarias,,2313.0,1.0,0.0,0.0,0.0,172.28
,2313.0,13002.0,Drogodependencies. Otras remuneraciones,,2313.0,1.0,103070.4,0.0,103070.4,99370.54
,2313.0,13100.0,Drogodependencies Retribucions personal laboral temporal,,2313.0,1.0,48988.9,0.0,48988.9,4591.13
,2313.0,13700.0,Drogodependencies.Contribucions a plans i fons de pensions laborals,,2313.0,1.0,0.0,0.0,0.0,4418.81
,2313.0,15002.0,Drogodependencies. Productivitat laborals,,2313.0,1.0,28477.32,3491.0,31968.32,31178.82
,2313.0,15003.0,Drogodependencies Productivitat personal laboral contractat,,2313.0,1.0,3030.0,0.0,3030.0,690.17
,2313.0,16000.0,Drogodependencies. Seguridad Social,,2313.0,1.0,80421.91,6267.86,86689.77,59985.8
,2313.0,16008.0,Drogodependencies.Asistencia médico-farmacéutica,,2313.0,1.0,0.0,0.0,0.0,1222.17
,2313.0,22000.0,Drogodependencies.Ordinario no inventariable,,2313.0,2.0,0.0,0.0,0.0,0.0
,2313.0,22106.0,Drogodependencies. Productos farmacéuticos y material sanitario,,2313.0,2.0,25000.0,0.0,25000.0,9736.53
,2313.0,22699.0,Drogodependencies. Otros gastos diversos,,2313.0,2.0,25000.0,0.0,25000.0,0.0
,2313.0,22799.0,Drogodependencies.Otros trabajos realizados por otras empresas y profesionales,,2313.0,2.0,0.0,0.0,0.0,6162.0
,2313.0,23020.0,Drogodependencies.Del personal no directivo,,2313.0,2.0,0.0,0.0,0.0,18.7
,2313.0,23120.0,Drogodependencies.Del personal no directivo,,2313.0,2.0,0.0,0.0,0.0,16.0
,2313.0,23300.0,Drogodependencies.Altres indemnitzacions per raó de servei,,2313.0,2.0,0.0,0.0,0.0,15.0
,2313.0,62200.0,Drogodependencies.Industrials,,2313.0,6.0,0.0,8000.0,8000.0,0.0
,2313.0,62500.0,Drogodependencies.Inversió nova de mobiliari i béns,,2313.0,6.0,0.0,0.0,0.0,144.62
,2313.0,62600.0,Drogodependencies Inversió nova. Informática,,2313.0,6.0,2000.0,0.0,2000.0,0.0
,2314.0,12005.0,Inserció Socio-Laboral.Sueldos del Grupo E,,2314.0,1.0,0.0,0.0,0.0,107.71
,2314.0,12006.0,Inserció Socio-Laboral.Trienios,,2314.0,1.0,0.0,0.0,0.0,30.62
,2314.0,12100.0,Inserció Socio-Laboral.Complemento de destino,,2314.0,1.0,0.0,0.0,0.0,51.08
,2314.0,12101.0,Inserció Socio-Laboral.Complemento específico,,2314.0,1.0,0.0,0.0,0.0,66.25
,2314.0,12103.0,Inserció Socio-Laboral.Otros complementos,,2314.0,1.0,0.0,0.0,0.0,9.15
,2314.0,13000.0,Inserció Socio-Laboral. Retribuciones básicas,,2314.0,1.0,63431.38,-25781.11,37650.27,48485.32
,2314.0,13002.0,Inserció Socio-Laboral. Otras remuneraciones,,2314.0,1.0,82854.8,0.0,82854.8,63636.96
,2314.0,13700.0,Inserció Socio-Laboral.Contribucions a plans i fons de pensions laborals,,2314.0,1.0,0.0,0.0,0.0,2019.6
,2314.0,15001.0,Inserció Socio-Laboral.Productivitat funcionaris,,2314.0,1.0,0.0,0.0,0.0,42.08
,2314.0,15002.0,Inserció Socio-Laboral. Productivitat laborals,,2314.0,1.0,12120.0,0.0,12120.0,9342.5
,2314.0,16000.0,Inserció Socio-Laboral. Seguridad Social,,2314.0,1.0,47439.77,-1079.49,46360.28,32814.66
,2314.0,16008.0,Inserció Socio-Laboral.Asistencia médico-farmacéutica,,2314.0,1.0,0.0,0.0,0.0,383.0
,2314.0,21500.0,Inserció Socio-Laboral.Repar. Manteniment i conserv. Mobilliari i béns,,2314.0,2.0,0.0,0.0,0.0,372.05
,2314.0,22000.0,Inserció Socio-Laboral.Ordinario no inventariable,,2314.0,2.0,0.0,0.0,0.0,70.47
,2314.0,22699.0,Inserció Socio-Laboral. Otros gastos diversos,,2314.0,2.0,35000.0,0.0,35000.0,0.0
,2314.0,22701.0,Inserció Socio-Laboral.Seguridad,,2314.0,2.0,0.0,0.0,0.0,0.0
,2314.0,22706.0,Inserció Socio-Laboral Estudios y trabajos técnicos,,2314.0,2.0,125000.0,0.0,125000.0,0.0
,2314.0,22799.0,Inserció Socio-Laboral.Otros trabajos realizados por otras empresas y profesionales,,2314.0,2.0,333806.97,0.0,333806.97,348943.45
,2314.0,48900.0,Inserció Socio-Laboral Transferències corrents a fam. i instit. sense fi de lucre,,2314.0,4.0,35000.0,0.0,35000.0,0.0
,2314.0,48902.0,Inserció Socio-Laboral. Renda mínima Insersió,,2314.0,4.0,450000.0,0.0,450000.0,145058.84
,2315.0,12004.0,Discapacitats. Sueldos del Grupo C2,,2315.0,1.0,8696.8,0.0,8696.8,8901.24
,2315.0,12006.0,Discapacitats. Trienios,,2315.0,1.0,1559.52,0.0,1559.52,1596.77
,2315.0,12100.0,Discapacitats. Complemento de destino,,2315.0,1.0,4432.54,0.0,4432.54,4536.76
,2315.0,12101.0,Discapacitats. Complemento específico,,2315.0,1.0,5295.78,0.0,5295.78,5420.23
,2315.0,12103.0,Discapacitats. Otros complementos,,2315.0,1.0,682.68,0.0,682.68,698.72
,2315.0,12700.0,Discapacitats.Contribuciones a planes y fondos de pensiones funcionaris,,2315.0,1.0,0.0,0.0,0.0,673.2
,2315.0,13000.0,Discapacitats. Retribuciones básicas,,2315.0,1.0,215485.86,0.0,215485.86,213439.55
,2315.0,13001.0,Discapacitats.Horas extraordinarias,,2315.0,1.0,0.0,0.0,0.0,797.56
,2315.0,13002.0,Discapacitats. Otras remuneraciones,,2315.0,1.0,264505.5,0.0,264505.5,263204.57
,2315.0,13100.0,Discapacitats. Retribuc.Personal Lab. Eventual,,2315.0,1.0,41689.32,1049.23,42738.55,42669.82
,2315.0,13700.0,Discapacitats.Contribucions a plans i fons de pensions laborals,,2315.0,1.0,0.0,0.0,0.0,11444.4
,2315.0,15001.0,Discapacitats. Productivitat funcionàris,,2315.0,1.0,3030.0,0.0,3030.0,3029.97
,2315.0,15002.0,Discapacitats. Productivitat laborals,,2315.0,1.0,48480.0,0.0,48480.0,46431.69
,2315.0,15003.0,Discapacitats. Productivitat personal laboral contractat,,2315.0,1.0,3030.0,0.0,3030.0,3030.0
,2315.0,16000.0,Discapacitats. Seguridad Social,,2315.0,1.0,182897.1,15628.73,198525.83,164115.84
,2315.0,16008.0,Discapacitats.Asistencia médico-farmacéutica,,2315.0,1.0,0.0,0.0,0.0,2208.0
,2315.0,20500.0,Discapacitats.Arrendaments. Mobiliari i estris,,2315.0,2.0,0.0,0.0,0.0,209.49
,2315.0,21200.0,Discapacitats Repar. Manteniment i conserv. edificis i altres,,2315.0,2.0,25000.0,0.0,25000.0,0.0
,2315.0,21300.0,Discapacitats.Repar. Manteniment i conserv. Maquin. Instal. i utillatge,,2315.0,2.0,0.0,0.0,0.0,631.69
,2315.0,21400.0,Discapacitats Reparac. Manten. i Conserv. Mat. Transport,,2315.0,2.0,7000.0,0.0,7000.0,806.73
,2315.0,21600.0,Discapacitats Manteniment equisp informàtics,,2315.0,2.0,10000.0,0.0,10000.0,0.0
,2315.0,22000.0,Discapacitats.Ordinario no inventariable,,2315.0,2.0,0.0,0.0,0.0,1610.87
,2315.0,22104.0,Discapacitats Vestuario,,2315.0,2.0,2000.0,0.0,2000.0,2119.8
,2315.0,22105.0,Discapacitats Productos alimenticios,,2315.0,2.0,1000.0,0.0,1000.0,2873.95
,2315.0,22106.0,Discapacitats. Productos farmacéuticos y material sanitario,,2315.0,2.0,4000.0,0.0,4000.0,2458.41
,2315.0,22110.0,Discapacitats.Productos de limpieza y aseo,,2315.0,2.0,0.0,0.0,0.0,451.69
,2315.0,22300.0,Discapacitats.Transports,,2315.0,2.0,0.0,0.0,0.0,0.0
,2315.0,22400.0,Discapacitats.De edificios y locales,,2315.0,2.0,0.0,0.0,0.0,976.57
,2315.0,22609.0,Discapacitats.Actividades culturales y deportivas,,2315.0,2.0,0.0,0.0,0.0,7666.56
,2315.0,22699.0,Discapacitats.Otros gastos diversos,,2315.0,2.0,0.0,0.0,0.0,3548.68
,2315.0,22799.0,Discapacitats.Otros trabajos realizados por otras empresas y profesionales,,2315.0,2.0,2576997.3,0.0,2576997.3,626672.55
,2315.0,23020.0,Discapacitats.Del personal no directivo,,2315.0,2.0,0.0,0.0,0.0,28.12
,2315.0,23120.0,Discapacitats.Del personal no directivo,,2315.0,2.0,0.0,0.0,0.0,410.46
,2315.0,46200.0,Discapacitats Transferències corrents a Ajuntaments,,2315.0,4.0,30000.0,30000.0,60000.0,59320.0
,2315.0,48900.0,Discapacitats. Transferències corrents a fam. i instit. sense fi de lucre,,2315.0,4.0,164000.0,80000.0,244000.0,101781.47
,2315.0,62203.0,Discapacitats Otras construcciones,,2315.0,6.0,150000.0,0.0,150000.0,0.0
,2315.0,62303.0,Discapacitats.Útils i eines,,2315.0,6.0,0.0,0.0,0.0,179.99
,2315.0,62400.0,Discapacitats Automóvil,,2315.0,6.0,40000.0,0.0,40000.0,28372.0
,2315.0,62500.0,Discapacitats Inversió nova de mobiliari i béns,,2315.0,6.0,10000.0,0.0,10000.0,1604.42
,2315.0,62600.0,Discapacitats.Inversió nova. Informática,,2315.0,6.0,0.0,0.0,0.0,24.55
,2315.0,62900.0,Discapacitats Inversió associada al funcionament dels serveis,,2315.0,6.0,0.0,0.0,0.0,383.57
,2315.0,62901.0,Discapacitats Otras inversiones nuevas asociadas al funcionamiento operativo de los servicios. Otro inmovilizado material en curso.,,2315.0,6.0,5800.0,0.0,5800.0,0.0
,2315.0,64100.0,Discapacitats Gastos en aplicaciones informáticas,,2315.0,6.0,5200.0,0.0,5200.0,0.0
,2410.0,22699.0,Foment de l'ocupació. Treball i Formació.Otros gastos diversos,,2410.0,2.0,30000.0,0.0,30000.0,0.0
,3120.0,12001.0,Hospital Residencia Asistida Cas Serres Sueldos del Grupo A2,,3120.0,1.0,13396.58,0.0,13396.58,0.0
,3120.0,12003.0,Hospital Residencia Asistida Cas Serres Sueldos del Grupo C1,,3120.0,1.0,20520.64,0.0,20520.64,10205.58
,3120.0,12004.0,Hospital Cas Serres Sueldos del Grupo C2,,3120.0,1.0,26090.4,0.0,26090.4,24253.05
,3120.0,12005.0,Hospital Cas Serres Sueldos del Grupo E,,3120.0,1.0,23910.6,0.0,23910.6,12197.69
,3120.0,12006.0,Hospital Cas Serres Trienios,,3120.0,1.0,4797.92,0.0,4797.92,5473.31
,3120.0,12100.0,Hospital Cas Serres Complemento de destino,,3120.0,1.0,42989.66,0.0,42989.66,24537.38
,3120.0,12101.0,Hospital Cas Serres Complemento específico,,3120.0,1.0,54233.48,0.0,54233.48,30315.21
,3120.0,12103.0,Hospital Cas Serres Otros complementos,,3120.0,1.0,7203.6,0.0,7203.6,3955.74
,3120.0,12700.0,Hospital Residencia Asistida Cas Serres.Contribuciones a planes y fondos de pensiones funcionaris,,3120.0,1.0,0.0,0.0,0.0,3320.7
,3120.0,13000.0,Hospital Cas Serres Retribucions persona laboral,,3120.0,1.0,1107304.22,0.0,1107304.22,1038854.38
,3120.0,13001.0,Hospital Residencia Asistida Cas Serres.Horas extraordinarias,,3120.0,1.0,0.0,0.0,0.0,25107.26
,3120.0,13002.0,Hospital Cas Serres Otras remuneraciones,,3120.0,1.0,1489151.16,-47285.95,1441865.21,1352380.88
,3120.0,13100.0,Hospital Cas Serres Retribucions personal laboral temporal,,3120.0,1.0,1967467.92,154855.45,2122323.37,2245883.17
,3120.0,13700.0,Hospital Residencia Asistida Cas Serres.Contribucions a plans i fons de pensions laborals,,3120.0,1.0,0.0,0.0,0.0,100130.2
,3120.0,15001.0,Hospital Cas Serres Productivitat funcionàris,,3120.0,1.0,27270.0,0.0,27270.0,18433.52
,3120.0,15002.0,Hospital Cas Serres Productivitat laborals,,3120.0,1.0,292972.68,0.0,292972.68,251572.9
,3120.0,15003.0,Hospital Cas Serres Productivitat personal laboral contractat,,3120.0,1.0,234572.5,9965.58,244538.08,237094.91
,3120.0,16000.0,Hospital Cas Serres Seguridad Social,,3120.0,1.0,1677784.81,-188616.2,1489168.61,1275562.01
,3120.0,16008.0,Hospital Cas Serres Asistencia médico-farmacéutica,,3120.0,1.0,22500.0,0.0,22500.0,20034.46
,3120.0,20500.0,Hospital Residencia Asistida Cas Serres.Arrendaments. Mobiliari i estris,,3120.0,2.0,0.0,0.0,0.0,1658.04
,3120.0,20600.0,Hospital Residencia Asistida Cas Serres arrendaments programes informàtics,,3120.0,2.0,8000.0,0.0,8000.0,0.0
,3120.0,21200.0,Hospital Residencia Asistida Cas Serres Repar. Manteniment i conserv. edificis i altres,,3120.0,2.0,246840.04,0.0,246840.04,42031.94
,3120.0,21300.0,Hospital Residencia Asistida Cas Serres Repar. Manteniment i conserv. Maquin. Instal. i utillatge,,3120.0,2.0,50000.0,0.0,50000.0,51854.45
,3120.0,21400.0,Hospital Residencia Asistida Cas Serres.Reparac. Manten. i Conserv. Mat. Transport,,3120.0,2.0,0.0,0.0,0.0,131.77
,3120.0,21500.0,Hospital Residencia Asistida Cas Serres.Repar. Manteniment i conserv. Mobilliari i béns,,3120.0,2.0,0.0,0.0,0.0,15573.04
,3120.0,21900.0,Hospital Residencia Asistida Cas Serres.Repar.Mant.Cons.Altr.Inmov.Material,,3120.0,2.0,0.0,0.0,0.0,3292.94
,3120.0,22000.0,Hospital Residencia Asistida Cas Serres Ordinario no inventariable,,3120.0,2.0,100000.0,0.0,100000.0,2232.99
,3120.0,22102.0,Hospital Residencia Asistida Cas Serres Gas,,3120.0,2.0,20000.0,0.0,20000.0,0.0
,3120.0,22104.0,Hospital Cas Serres Vestuario,,3120.0,2.0,30700.0,0.0,30700.0,17061.11
,3120.0,22105.0,Hospital Residencia Asistida Cas Serres.Productos alimenticios,,3120.0,2.0,425000.0,-1765.8,423234.2,322351.54
,3120.0,22106.0,Hospital Residencia Asistida Cas Serres.Productos farmacéuticos y material sanitario,,3120.0,2.0,100000.0,0.0,100000.0,81513.36
,3120.0,22109.0,Hospital Residencia Asistida Cas Serres.Material especial,,3120.0,2.0,0.0,0.0,0.0,72697.12
,3120.0,22110.0,Hospital Residencia Asistida Cas Serres.Productos de limpieza y aseo,,3120.0,2.0,75000.0,0.0,75000.0,57981.45
,3120.0,22111.0,"Hospital Residencia Asistida Cas Serres.Suministros de repuestos de maquinaria, utillaje y elementos de transporte",,3120.0,2.0,0.0,0.0,0.0,951.52
,3120.0,22112.0,"Hospital Residencia Asistida Cas Serres Suministros de material electrónico, eléctrico y de telecomunicaciones",,3120.0,2.0,4000.0,0.0,4000.0,15679.99
,3120.0,22199.0,Hospital Residencia Asistida Cas Serres.Otros suministros,,3120.0,2.0,180000.0,0.0,180000.0,44504.63
,3120.0,22201.0,Hospital Residencia Asistida Cas Serres.Postales,,3120.0,2.0,0.0,0.0,0.0,5.45
,3120.0,22300.0,Hospital Cas Serres Transports,,3120.0,2.0,50000.0,0.0,50000.0,0.0
,3120.0,22606.0,"Hospital Residencia Asistida Cas Serres.Reuniones, conferencias y cursos",,3120.0,2.0,0.0,0.0,0.0,672.0
,3120.0,22609.0,Hospital Residencia Asistida Cas Serres.Actividades culturales y deportivas,,3120.0,2.0,0.0,0.0,0.0,500.0
,3120.0,22699.0,Hospital Cas Serres Otros gastos diversos,,3120.0,2.0,60000.0,0.0,60000.0,24820.05
,3120.0,22700.0,Hospital Residencia Asistida Cas Serres.Limpieza y Aseo,,3120.0,2.0,0.0,0.0,0.0,4741.0
,3120.0,22701.0,Hospital Residencia Asistida Cas Serres.Seguridad,,3120.0,2.0,0.0,0.0,0.0,26586.45
,3120.0,22799.0,Hospital Residencia Asistida Cas Serres.Otros trabajos realizados por otras empresas y profesionales,,3120.0,2.0,0.0,0.0,0.0,126871.68
,3120.0,23020.0,Hospital Residencia Asistida Cas Serres.Del personal no directivo,,3120.0,2.0,0.0,0.0,0.0,56.1
,3120.0,23120.0,Hospital Residencia Asistida Cas Serres.Del personal no directivo,,3120.0,2.0,0.0,0.0,0.0,103.95
,3120.0,23300.0,Hospital Residencia Asistida Cas Serres.Altres indemnitzacions per raó de servei,,3120.0,2.0,0.0,0.0,0.0,30.0
,3120.0,35200.0,Hospital Residencia Asistida Cas Serres.Intereses de demora,,3120.0,3.0,0.0,7377.19,7377.19,3537.19
,3120.0,62203.0,Hospital Residencia Asistida Cas Serres Otras construcciones,,3120.0,6.0,175000.0,0.0,175000.0,7937.74
,3120.0,62300.0,Hospital Residencia Asistida Cas Serres.Maquinaria,,3120.0,6.0,0.0,0.0,0.0,3136.7
,3120.0,62301.0,Hospital Residencia Asistida Cas Serres,,3120.0,6.0,0.0,0.0,0.0,42172.72
,3120.0,62500.0,Hospital Residencia Asistida Cas Serres Inversió nova de mobiliari i béns,,3120.0,6.0,275000.0,-5611.39,269388.61,67082.71
,3120.0,62600.0,Hospital Residencia Asistida Cas Serres.Inversió nova. Informática,,3120.0,6.0,0.0,0.0,0.0,719.56
,3120.0,62900.0,Hospital Residencia Asistida Cas Serres.Inversió associada al funcionament dels serveis,,3120.0,6.0,0.0,0.0,0.0,9948.51
,3120.0,63200.0,Hospital Residencia Asistida Cas Serres,,3120.0,6.0,0.0,0.0,0.0,27102.02
,3120.0,63203.0,Hospital Residencia Asistida Cas Serres.Otras construcciones,,3120.0,6.0,0.0,0.0,0.0,70723.56
,3120.0,63300.0,Hospital Residencia Asistida Cas Serres.Maquinaria,,3120.0,6.0,0.0,0.0,0.0,20476.61
,3120.0,63301.0,Hospital Residencia Asistida Cas Serres,,3120.0,6.0,0.0,0.0,0.0,26480.48
,3120.0,63500.0,Hospital Residencia Asistida Cas Serres.Mobiliario,,3120.0,6.0,0.0,0.0,0.0,7439.94
,3120.0,63901.0,Hospital Residencia Asistida Cas Serres.Otras inversiones de reposición asociadas al funcionamiento operativo de los servicios,,3120.0,6.0,0.0,0.0,0.0,20609.08
,3230.0,12004.0,Educació. Sueldos del Grupo C2,,3230.0,1.0,8696.8,0.0,8696.8,8901.21
,3230.0,12006.0,Educació. Trienios,,3230.0,1.0,975.76,0.0,975.76,999.01
,3230.0,12100.0,Educació. Complemento de destino,,3230.0,1.0,4432.54,945.78,5378.32,4536.77
,3230.0,12101.0,Educació. Complemento específico,,3230.0,1.0,5295.78,1462.51,6758.29,5420.24
,3230.0,12103.0,Educació. Otros complementos,,3230.0,1.0,682.68,0.0,682.68,698.7
,3230.0,12700.0,Educació.Contribuciones a planes y fondos de pensiones funcionaris,,3230.0,1.0,0.0,0.0,0.0,673.2
,3230.0,13000.0,Educació. Retribuciones básicas,,3230.0,1.0,315947.84,0.0,315947.84,307764.76
,3230.0,13001.0,Educació.Horas extraordinarias,,3230.0,1.0,0.0,0.0,0.0,926.79
,3230.0,13002.0,Educació. Otras remuneraciones,,3230.0,1.0,366295.62,0.0,366295.62,357513.71
,3230.0,13100.0,Educació. Retribuc.Personal Lab. Eventual,,3230.0,1.0,188008.26,926.78,188935.04,177289.64
,3230.0,13700.0,Educació.Contribucions a plans i fons de pensions laborals,,3230.0,1.0,0.0,0.0,0.0,20889.2
,3230.0,15001.0,Educació. Productivitat funcionàris,,3230.0,1.0,3030.0,0.0,3030.0,3030.0
,3230.0,15002.0,Educació. Productivitat laborals,,3230.0,1.0,78780.0,0.0,78780.0,77048.29
,3230.0,15003.0,Educació. Productivitat personal laboral contractat,,3230.0,1.0,23230.0,0.0,23230.0,21662.23
